po_id,line_id,product_id,quantity,unit_cost
946,1929,P1110,34,206.28
946,1930,P1197,84,395.9
947,1931,P1155,194,337.37
947,1932,P1156,76,89.69
948,1933,P1147,86,175.87
948,1934,P1083,106,433.93
949,1935,P1086,54,48.1
949,1936,P1153,108,188.52
949,1937,P1063,10,124.62
950,1938,P1040,31,257.88
950,1939,P1065,40,54.69
950,1940,P1012,56,154.38
951,1941,P1163,98,478.66
952,1942,P1025,175,292.72
952,1943,P1058,179,443.58
953,1944,P1155,18,337.37
953,1945,P1087,83,140.16
954,1946,P1172,161,35.94
954,1947,P1033,60,195.81
954,1948,P1041,152,254.37
955,1949,P1057,24,373.34
956,1950,P1109,69,353.84
956,1951,P1059,121,224.34
956,1952,P1100,34,144.66
957,1953,P1070,29,266.27
957,1954,P1030,35,444.63
957,1955,P1192,95,114.43
958,1956,P1139,153,278.97
958,1957,P1034,130,162.46
959,1958,P1015,14,346.46
960,1959,P1058,59,443.58
960,1960,P1045,175,447.5
961,1961,P1049,165,257.17
961,1962,P1012,13,154.38
961,1963,P1061,27,469.05
962,1964,P1064,152,375.68
962,1965,P1101,101,259.81
963,1966,P1190,17,379.59
963,1967,P1127,143,357.19
964,1968,P1031,152,283.46
964,1969,P1133,32,447.19
965,1970,P1058,138,443.58
965,1971,P1174,60,26.27
966,1972,P1111,103,31.63
966,1973,P1197,181,395.9
967,1974,P1092,119,478.49
968,1975,P1053,187,348.12
968,1976,P1008,61,241.17
968,1977,P1193,73,282.24
969,1978,P1061,142,469.05
969,1979,P1067,124,344.06
970,1980,P1037,66,142.11
970,1981,P1147,83,175.87
971,1982,P1084,56,166.13
972,1983,P1199,44,289.09
973,1984,P1149,174,282.64
974,1985,P1056,177,334.84
974,1986,P1089,77,116.42
975,1987,P1137,50,466.13
975,1988,P1006,117,241.77
975,1989,P1173,30,94.27
976,1990,P1100,162,144.66
976,1991,P1160,38,218.14
977,1992,P1058,80,443.58
977,1993,P1155,163,337.37
978,1994,P1189,146,385.52
978,1995,P1103,78,290.94
979,1996,P1083,106,433.93
979,1997,P1193,11,282.24
980,1998,P1097,145,438.28
981,1999,P1151,174,87.35
981,2000,P1183,156,76.5
981,2001,P1062,107,498.0
982,2002,P1089,32,116.42
983,2003,P1010,57,431.29
983,2004,P1139,81,278.97
984,2005,P1027,64,276.32
984,2006,P1124,56,455.07
985,2007,P1106,127,408.61
986,2008,P1103,38,290.94
986,2009,P1064,198,375.68
987,2010,P1130,93,172.57
987,2011,P1051,74,160.92
988,2012,P1046,87,238.77
988,2013,P1187,91,43.99
989,2014,P1015,63,346.46
989,2015,P1150,45,424.36
989,2016,P1139,45,278.97
990,2017,P1038,118,205.78
990,2018,P1096,152,285.94
991,2019,P1040,30,257.88
992,2020,P1114,183,75.45
992,2021,P1030,193,444.63
993,2022,P1061,151,469.05
993,2023,P1049,10,257.17
993,2024,P1021,24,364.39
994,2025,P1190,98,379.59
994,2026,P1105,121,473.95
995,2027,P1162,117,26.46
995,2028,P1036,68,69.34
996,2029,P1096,23,285.94
997,2030,P1138,67,197.5
997,2031,P1170,145,207.47
998,2032,P1183,140,76.5
998,2033,P1165,188,180.53
998,2034,P1107,170,417.58
999,2035,P1019,190,135.07
999,2036,P1145,55,82.47
1000,2037,P1168,35,267.34
1000,2038,P1118,108,345.11
1000,2039,P1160,80,218.14
1001,2040,P1089,117,116.42
1002,2041,P1096,190,285.94
1003,2042,P1073,36,439.74
1003,2043,P1154,50,437.38
1003,2044,P1199,106,289.09
1004,2045,P1107,97,417.58
1004,2046,P1014,178,452.45
1005,2047,P1037,19,142.11
1005,2048,P1001,195,58.77
1006,2049,P1190,99,379.59
1006,2050,P1041,70,254.37
1006,2051,P1069,154,436.57
1007,2052,P1050,179,98.34
1007,2053,P1165,108,180.53
1008,2054,P1074,84,111.17
1009,2055,P1002,65,227.87
1009,2056,P1126,58,33.54
1009,2057,P1032,31,349.97
1010,2058,P1172,90,35.94
1010,2059,P1191,43,89.49
1010,2060,P1097,151,438.28
1011,2061,P1119,178,429.68
1011,2062,P1132,169,295.43
1011,2063,P1014,159,452.45
1012,2064,P1124,10,455.07
1012,2065,P1058,121,443.58
1013,2066,P1067,181,344.06
1013,2067,P1066,38,33.19
1014,2068,P1060,87,110.53
1014,2069,P1040,166,257.88
1015,2070,P1073,80,439.74
1015,2071,P1132,196,295.43
1016,2072,P1164,98,429.12
1016,2073,P1065,19,54.69
1016,2074,P1028,49,420.17
1017,2075,P1047,174,285.65
1017,2076,P1050,120,98.34
1018,2077,P1174,41,26.27
1019,2078,P1112,164,444.58
1019,2079,P1173,199,94.27
1019,2080,P1025,167,292.72
1020,2081,P1193,73,282.24
1020,2082,P1056,121,334.84
1021,2083,P1148,25,219.67
1021,2084,P1145,143,82.47
1022,2085,P1159,138,389.87
1022,2086,P1115,64,28.83
1023,2087,P1134,14,249.28
1023,2088,P1140,126,315.91
1023,2089,P1127,162,357.19
1024,2090,P1185,112,111.5
1025,2091,P1002,61,227.87
1025,2092,P1173,76,94.27
1025,2093,P1156,176,89.69
1026,2094,P1183,95,76.5
1026,2095,P1031,52,283.46
1027,2096,P1003,19,137.45
1028,2097,P1115,144,28.83
1028,2098,P1193,164,282.24
1028,2099,P1061,172,469.05
1029,2100,P1136,116,150.39
1029,2101,P1125,160,240.76
1029,2102,P1188,20,205.8
1030,2103,P1157,67,162.53
1030,2104,P1085,46,139.55
1030,2105,P1011,73,142.8
1031,2106,P1025,163,292.72
1032,2107,P1009,92,183.9
1033,2108,P1180,171,77.6
1033,2109,P1005,78,308.82
1033,2110,P1061,187,469.05
1034,2111,P1115,157,28.83
1034,2112,P1061,35,469.05
1035,2113,P1116,188,52.28
1036,2114,P1127,99,357.19
1037,2115,P1037,126,142.11
1037,2116,P1147,191,175.87
1038,2117,P1137,31,466.13
1038,2118,P1150,76,424.36
1039,2119,P1172,28,35.94
1039,2120,P1194,122,348.44
1039,2121,P1132,186,295.43
1040,2122,P1107,137,417.58
1040,2123,P1069,17,436.57
1040,2124,P1037,75,142.11
1041,2125,P1111,119,31.63
1041,2126,P1196,163,317.86
1041,2127,P1035,155,181.19
1042,2128,P1098,186,282.91
1042,2129,P1079,140,165.08
1042,2130,P1095,128,203.91
1043,2131,P1139,43,278.97
1043,2132,P1187,174,43.99
1044,2133,P1142,139,172.04
1044,2134,P1120,49,402.41
1045,2135,P1160,144,218.14
1046,2136,P1192,64,114.43
1046,2137,P1079,25,165.08
1047,2138,P1134,140,249.28
1047,2139,P1194,116,348.44
1047,2140,P1175,135,227.87
1048,2141,P1025,31,292.72
1048,2142,P1082,172,35.88
1049,2143,P1088,47,317.63
1049,2144,P1192,74,114.43
1049,2145,P1080,109,362.77
1050,2146,P1093,107,356.24
1051,2147,P1040,27,257.88
1051,2148,P1189,141,385.52
1052,2149,P1123,110,239.15
1052,2150,P1088,194,317.63
1052,2151,P1168,19,267.34
1053,2152,P1010,92,431.29
1053,2153,P1146,63,421.56
1054,2154,P1008,51,241.17
1054,2155,P1002,57,227.87
1055,2156,P1063,68,124.62
1056,2157,P1198,12,231.14
1057,2158,P1158,23,37.36
1057,2159,P1060,128,110.53
1058,2160,P1175,86,227.87
1058,2161,P1076,130,312.65
1059,2162,P1129,44,127.8
1059,2163,P1046,97,238.77
1060,2164,P1127,149,357.19
1061,2165,P1162,161,26.46
1062,2166,P1083,164,433.93
1062,2167,P1011,165,142.8
1063,2168,P1185,125,111.5
1063,2169,P1016,196,60.67
1064,2170,P1083,48,433.93
1064,2171,P1052,161,33.53
1065,2172,P1047,96,285.65
1065,2173,P1025,43,292.72
1065,2174,P1035,155,181.19
1066,2175,P1062,144,498.0
1067,2176,P1163,161,478.66
1067,2177,P1190,165,379.59
1067,2178,P1046,150,238.77
1068,2179,P1079,61,165.08
1068,2180,P1023,145,271.43
1068,2181,P1194,106,348.44
1069,2182,P1199,111,289.09
1069,2183,P1099,142,255.82
1070,2184,P1011,41,142.8
1071,2185,P1174,53,26.27
1071,2186,P1146,95,421.56
1072,2187,P1017,67,451.51
1072,2188,P1020,44,50.05
1072,2189,P1109,168,353.84
1073,2190,P1091,104,403.86
1074,2191,P1188,125,205.8
1074,2192,P1082,156,35.88
1074,2193,P1042,168,372.99
1075,2194,P1175,155,227.87
1076,2195,P1173,164,94.27
1076,2196,P1118,159,345.11
1076,2197,P1132,140,295.43
1077,2198,P1175,141,227.87
1078,2199,P1091,102,403.86
1078,2200,P1112,122,444.58
1078,2201,P1141,72,142.05
1079,2202,P1111,146,31.63
1079,2203,P1103,170,290.94
1080,2204,P1140,72,315.91
1080,2205,P1073,70,439.74
1081,2206,P1069,151,436.57
1081,2207,P1128,138,418.75
1082,2208,P1076,77,312.65
1082,2209,P1154,23,437.38
1082,2210,P1141,29,142.05
1083,2211,P1104,157,408.18
1083,2212,P1117,70,48.33
1083,2213,P1142,74,172.04
1084,2214,P1193,133,282.24
1084,2215,P1071,39,395.38
1085,2216,P1147,139,175.87
1086,2217,P1178,176,276.28
1086,2218,P1100,14,144.66
1087,2219,P1063,184,124.62
1088,2220,P1085,129,139.55
1088,2221,P1184,151,285.56
1089,2222,P1118,57,345.11
1089,2223,P1012,56,154.38
1090,2224,P1085,19,139.55
1091,2225,P1048,85,345.05
1092,2226,P1143,11,261.16
1093,2227,P1065,78,54.69
1093,2228,P1085,178,139.55
1093,2229,P1020,76,50.05
1094,2230,P1002,69,227.87
1094,2231,P1090,80,243.92
1094,2232,P1060,156,110.53
1095,2233,P1046,122,238.77
1096,2234,P1171,183,106.96
1097,2235,P1061,98,469.05
1097,2236,P1158,190,37.36
1097,2237,P1194,37,348.44
1098,2238,P1022,185,132.6
1098,2239,P1097,39,438.28
1098,2240,P1131,186,353.58
1099,2241,P1111,116,31.63
1099,2242,P1118,184,345.11
1099,2243,P1078,50,489.23
1100,2244,P1094,103,113.95
1100,2245,P1163,36,478.66
1100,2246,P1165,82,180.53
1101,2247,P1101,152,259.81
1101,2248,P1135,73,342.78
1101,2249,P1093,91,356.24
1102,2250,P1061,194,469.05
1102,2251,P1061,96,469.05
1102,2252,P1134,57,249.28
1103,2253,P1090,37,243.92
1103,2254,P1090,98,243.92
1103,2255,P1066,196,33.19
1104,2256,P1055,165,415.33
1105,2257,P1020,10,50.05
1105,2258,P1000,91,136.85
1105,2259,P1164,108,429.12
1106,2260,P1097,99,438.28
1106,2261,P1021,119,364.39
1107,2262,P1109,45,353.84
1107,2263,P1066,113,33.19
1108,2264,P1011,120,142.8
1108,2265,P1126,180,33.54
1109,2266,P1060,22,110.53
1109,2267,P1040,88,257.88
1109,2268,P1002,38,227.87
1110,2269,P1052,128,33.53
1111,2270,P1029,169,298.76
1111,2271,P1127,20,357.19
1111,2272,P1155,78,337.37
1112,2273,P1114,84,75.45
1112,2274,P1060,110,110.53
1112,2275,P1096,169,285.94
1113,2276,P1183,161,76.5
1113,2277,P1077,12,51.66
1114,2278,P1070,137,266.27
1114,2279,P1173,66,94.27
1114,2280,P1160,149,218.14
1115,2281,P1107,25,417.58
1116,2282,P1040,144,257.88
1117,2283,P1042,30,372.99
1117,2284,P1141,112,142.05
1117,2285,P1127,28,357.19
1118,2286,P1164,174,429.12
1118,2287,P1015,36,346.46
1119,2288,P1128,73,418.75
1120,2289,P1109,145,353.84
1120,2290,P1136,70,150.39
1121,2291,P1060,151,110.53
1121,2292,P1117,14,48.33
1122,2293,P1066,186,33.19
1123,2294,P1046,58,238.77
1124,2295,P1096,144,285.94
1124,2296,P1116,51,52.28
1125,2297,P1052,20,33.53
1126,2298,P1038,100,205.78
1126,2299,P1197,40,395.9
1126,2300,P1019,103,135.07
1127,2301,P1187,117,43.99
1128,2302,P1128,12,418.75
1128,2303,P1136,116,150.39
1128,2304,P1172,198,35.94
1129,2305,P1069,69,436.57
1129,2306,P1183,55,76.5
1130,2307,P1013,109,360.62
1130,2308,P1127,170,357.19
1131,2309,P1161,51,43.36
1131,2310,P1098,161,282.91
1131,2311,P1089,63,116.42
1132,2312,P1168,150,267.34
1132,2313,P1162,112,26.46
1132,2314,P1107,170,417.58
1133,2315,P1195,143,381.1
1133,2316,P1039,136,183.94
1133,2317,P1031,170,283.46
1134,2318,P1014,133,452.45
1134,2319,P1182,55,316.7
1134,2320,P1079,55,165.08
1135,2321,P1092,116,478.49
1136,2322,P1049,106,257.17
1136,2323,P1010,23,431.29
1137,2324,P1055,86,415.33
1137,2325,P1055,91,415.33
1138,2326,P1117,125,48.33
1138,2327,P1147,44,175.87
1139,2328,P1079,106,165.08
1140,2329,P1019,188,135.07
1140,2330,P1171,169,106.96
1141,2331,P1077,116,51.66
1141,2332,P1033,131,195.81
1142,2333,P1020,77,50.05
1142,2334,P1080,79,362.77
1143,2335,P1146,102,421.56
1144,2336,P1140,48,315.91
1145,2337,P1097,11,438.28
1146,2338,P1077,101,51.66
1146,2339,P1108,182,191.84
1146,2340,P1109,187,353.84
1147,2341,P1048,161,345.05
1148,2342,P1025,149,292.72
1149,2343,P1127,19,357.19
1149,2344,P1190,102,379.59
1150,2345,P1076,134,312.65
1151,2346,P1081,62,323.19
1152,2347,P1101,56,259.81
1152,2348,P1049,83,257.17
1152,2349,P1030,170,444.63
1153,2350,P1135,79,342.78
1154,2351,P1138,152,197.5
1155,2352,P1067,193,344.06
1155,2353,P1031,189,283.46
1156,2354,P1191,162,89.49
1156,2355,P1076,100,312.65
1156,2356,P1169,133,167.84
1157,2357,P1135,172,342.78
1157,2358,P1020,177,50.05
1157,2359,P1013,128,360.62
1158,2360,P1110,30,206.28
1158,2361,P1150,87,424.36
1158,2362,P1188,92,205.8
1159,2363,P1059,127,224.34
1159,2364,P1118,136,345.11
1159,2365,P1081,54,323.19
1160,2366,P1127,29,357.19
1161,2367,P1151,83,87.35
1161,2368,P1009,139,183.9
1162,2369,P1086,98,48.1
1162,2370,P1027,71,276.32
1163,2371,P1084,171,166.13
1164,2372,P1078,152,489.23
1165,2373,P1016,154,60.67
1166,2374,P1103,194,290.94
1167,2375,P1080,107,362.77
1167,2376,P1112,148,444.58
1167,2377,P1087,129,140.16
1168,2378,P1027,19,276.32
1168,2379,P1194,120,348.44
1168,2380,P1147,180,175.87
1169,2381,P1185,28,111.5
1170,2382,P1101,22,259.81
1170,2383,P1036,41,69.34
1170,2384,P1103,196,290.94
1171,2385,P1015,84,346.46
1172,2386,P1192,83,114.43
1172,2387,P1165,67,180.53
1173,2388,P1001,197,58.77
1173,2389,P1146,139,421.56
1174,2390,P1118,89,345.11
1174,2391,P1156,29,89.69
1174,2392,P1094,196,113.95
1175,2393,P1074,29,111.17
1176,2394,P1150,47,424.36
1176,2395,P1049,109,257.17
1176,2396,P1161,103,43.36
1177,2397,P1053,151,348.12
1177,2398,P1101,189,259.81
1177,2399,P1099,126,255.82
1178,2400,P1037,25,142.11
1178,2401,P1191,39,89.49
1179,2402,P1134,65,249.28
1179,2403,P1125,112,240.76
1180,2404,P1103,110,290.94
1181,2405,P1183,176,76.5
1181,2406,P1163,19,478.66
1181,2407,P1000,149,136.85
1182,2408,P1175,128,227.87
1183,2409,P1063,84,124.62
1183,2410,P1090,130,243.92
1183,2411,P1197,132,395.9
1184,2412,P1040,19,257.88
1184,2413,P1191,97,89.49
1185,2414,P1162,16,26.46
1185,2415,P1066,165,33.19
1186,2416,P1071,28,395.38
1186,2417,P1098,143,282.91
1186,2418,P1060,157,110.53
1187,2419,P1055,162,415.33
1187,2420,P1030,124,444.63
1187,2421,P1012,121,154.38
1188,2422,P1048,36,345.05
1188,2423,P1180,161,77.6
1189,2424,P1122,123,397.28
1190,2425,P1135,170,342.78
1190,2426,P1121,45,320.62
1191,2427,P1100,89,144.66
1191,2428,P1151,77,87.35
1192,2429,P1181,34,81.24
1192,2430,P1109,21,353.84
1192,2431,P1095,63,203.91
1193,2432,P1107,87,417.58
1194,2433,P1066,68,33.19
1194,2434,P1013,142,360.62
1194,2435,P1120,158,402.41
1195,2436,P1126,123,33.54
1196,2437,P1094,59,113.95
1196,2438,P1061,15,469.05
1197,2439,P1124,14,455.07
1197,2440,P1139,132,278.97
1198,2441,P1057,148,373.34
1199,2442,P1187,64,43.99
1200,2443,P1011,38,142.8
1200,2444,P1007,159,182.23
1201,2445,P1022,11,132.6
1201,2446,P1156,87,89.69
1201,2447,P1180,186,77.6
1202,2448,P1043,133,209.96
1202,2449,P1074,168,111.17
1203,2450,P1181,56,81.24
1204,2451,P1068,190,142.48
1204,2452,P1074,133,111.17
1205,2453,P1006,16,241.77
1205,2454,P1083,16,433.93
1205,2455,P1087,72,140.16
1206,2456,P1121,25,320.62
1206,2457,P1059,53,224.34
1207,2458,P1064,127,375.68
1207,2459,P1193,83,282.24
1208,2460,P1033,70,195.81
1208,2461,P1131,29,353.58
1208,2462,P1097,85,438.28
1209,2463,P1041,134,254.37
1209,2464,P1072,87,69.66
1209,2465,P1077,92,51.66
1210,2466,P1048,173,345.05
1211,2467,P1065,113,54.69
1211,2468,P1090,193,243.92
1211,2469,P1173,12,94.27
1212,2470,P1172,97,35.94
1212,2471,P1144,134,150.01
1212,2472,P1162,66,26.46
1213,2473,P1003,98,137.45
1213,2474,P1025,54,292.72
1214,2475,P1185,14,111.5
1214,2476,P1093,195,356.24
1215,2477,P1052,49,33.53
1216,2478,P1129,92,127.8
1216,2479,P1090,111,243.92
1217,2480,P1101,179,259.81
1217,2481,P1114,100,75.45
1217,2482,P1031,192,283.46
1218,2483,P1000,80,136.85
1219,2484,P1037,103,142.11
1220,2485,P1135,92,342.78
1220,2486,P1101,158,259.81
1221,2487,P1035,184,181.19
1221,2488,P1170,84,207.47
1221,2489,P1070,72,266.27
1222,2490,P1069,104,436.57
1223,2491,P1187,116,43.99
1223,2492,P1025,140,292.72
1223,2493,P1099,157,255.82
1224,2494,P1043,91,209.96
1224,2495,P1035,44,181.19
1224,2496,P1076,98,312.65
1225,2497,P1145,193,82.47
1226,2498,P1034,50,162.46
1226,2499,P1132,130,295.43
1226,2500,P1077,191,51.66
1227,2501,P1196,21,317.86
1228,2502,P1095,114,203.91
1229,2503,P1183,42,76.5
1230,2504,P1101,108,259.81
1230,2505,P1194,20,348.44
1230,2506,P1038,43,205.78
1231,2507,P1068,20,142.48
1232,2508,P1023,16,271.43
1232,2509,P1032,159,349.97
1233,2510,P1083,64,433.93
1233,2511,P1066,172,33.19
1234,2512,P1153,108,188.52
1234,2513,P1134,103,249.28
1234,2514,P1125,99,240.76
1235,2515,P1097,49,438.28
1235,2516,P1065,190,54.69
1236,2517,P1153,67,188.52
1236,2518,P1098,141,282.91
1237,2519,P1117,151,48.33
1237,2520,P1055,178,415.33
1238,2521,P1097,145,438.28
1238,2522,P1143,113,261.16
1239,2523,P1037,30,142.11
1239,2524,P1133,129,447.19
1240,2525,P1011,62,142.8
1241,2526,P1046,25,238.77
1241,2527,P1193,120,282.24
1242,2528,P1133,192,447.19
1242,2529,P1051,11,160.92
1243,2530,P1077,117,51.66
1243,2531,P1186,82,435.74
1244,2532,P1031,86,283.46
1244,2533,P1082,92,35.88
1245,2534,P1105,14,473.95
1245,2535,P1059,131,224.34
1246,2536,P1002,146,227.87
1246,2537,P1118,135,345.11
1247,2538,P1075,115,292.75
1247,2539,P1014,148,452.45
1247,2540,P1106,123,408.61
1248,2541,P1193,194,282.24
1248,2542,P1026,89,30.31
1249,2543,P1198,171,231.14
1249,2544,P1146,139,421.56
1250,2545,P1081,96,323.19
1251,2546,P1142,93,172.04
1251,2547,P1185,109,111.5
1252,2548,P1034,144,162.46
1252,2549,P1118,185,345.11
1253,2550,P1055,199,415.33
1253,2551,P1013,92,360.62
1253,2552,P1179,196,175.99
1254,2553,P1168,105,267.34
1254,2554,P1175,58,227.87
1255,2555,P1033,148,195.81
1256,2556,P1159,44,389.87
1256,2557,P1058,145,443.58
1257,2558,P1011,54,142.8
1258,2559,P1063,129,124.62
1259,2560,P1143,104,261.16
1259,2561,P1186,122,435.74
1260,2562,P1142,35,172.04
1261,2563,P1116,162,52.28
1261,2564,P1029,154,298.76
1262,2565,P1048,99,345.05
1262,2566,P1096,162,285.94
1263,2567,P1042,149,372.99
1263,2568,P1008,58,241.17
1263,2569,P1154,56,437.38
1264,2570,P1166,63,267.96
1265,2571,P1000,165,136.85
1265,2572,P1060,11,110.53
1266,2573,P1138,159,197.5
1266,2574,P1173,124,94.27
1267,2575,P1154,42,437.38
1267,2576,P1011,72,142.8
1267,2577,P1017,10,451.51
1268,2578,P1045,178,447.5
1268,2579,P1130,113,172.57
1268,2580,P1165,38,180.53
1269,2581,P1053,43,348.12
1269,2582,P1133,36,447.19
1269,2583,P1189,161,385.52
1270,2584,P1001,26,58.77
1271,2585,P1026,160,30.31
1271,2586,P1193,15,282.24
1272,2587,P1100,57,144.66
1272,2588,P1165,140,180.53
1272,2589,P1065,83,54.69
1273,2590,P1128,89,418.75
1273,2591,P1022,181,132.6
1274,2592,P1160,197,218.14
1274,2593,P1013,67,360.62
1274,2594,P1015,98,346.46
1275,2595,P1152,71,320.46
1275,2596,P1060,158,110.53
1275,2597,P1105,64,473.95
1276,2598,P1038,26,205.78
1277,2599,P1021,48,364.39
1277,2600,P1156,13,89.69
1278,2601,P1111,39,31.63
1278,2602,P1151,193,87.35
1278,2603,P1114,70,75.45
1279,2604,P1100,181,144.66
1280,2605,P1140,185,315.91
1280,2606,P1115,112,28.83
1280,2607,P1062,191,498.0
1281,2608,P1188,86,205.8
1282,2609,P1097,192,438.28
1282,2610,P1197,46,395.9
1282,2611,P1147,195,175.87
1283,2612,P1058,121,443.58
1283,2613,P1011,151,142.8
1283,2614,P1172,61,35.94
1284,2615,P1134,189,249.28
1284,2616,P1152,198,320.46
1285,2617,P1181,59,81.24
1285,2618,P1023,149,271.43
1286,2619,P1011,136,142.8
1286,2620,P1185,30,111.5
1286,2621,P1137,185,466.13
1287,2622,P1142,20,172.04
1288,2623,P1018,85,389.28
1288,2624,P1172,39,35.94
1288,2625,P1166,46,267.96
1289,2626,P1078,131,489.23
1289,2627,P1110,89,206.28
1290,2628,P1078,15,489.23
1290,2629,P1006,10,241.77
1290,2630,P1133,163,447.19
1291,2631,P1056,92,334.84
1292,2632,P1198,106,231.14
1293,2633,P1185,79,111.5
1294,2634,P1169,171,167.84
1295,2635,P1092,113,478.49
1296,2636,P1045,181,447.5
1296,2637,P1098,68,282.91
1296,2638,P1183,188,76.5
1297,2639,P1138,144,197.5
1297,2640,P1026,152,30.31
1298,2641,P1040,57,257.88
1299,2642,P1107,120,417.58
1299,2643,P1087,181,140.16
1299,2644,P1006,43,241.77
1300,2645,P1190,117,379.59
1301,2646,P1176,22,337.23
1301,2647,P1142,131,172.04
1302,2648,P1064,76,375.68
1303,2649,P1079,51,165.08
1304,2650,P1170,26,207.47
1304,2651,P1128,56,418.75
1304,2652,P1137,43,466.13
1305,2653,P1152,126,320.46
1305,2654,P1046,196,238.77
1305,2655,P1010,146,431.29
1306,2656,P1164,49,429.12
1307,2657,P1096,196,285.94
1307,2658,P1103,110,290.94
1308,2659,P1181,17,81.24
1308,2660,P1103,49,290.94
1309,2661,P1016,84,60.67
1309,2662,P1068,14,142.48
1310,2663,P1090,95,243.92
1310,2664,P1098,181,282.91
1311,2665,P1060,133,110.53
1312,2666,P1179,166,175.99
1312,2667,P1179,114,175.99
1312,2668,P1062,168,498.0
1313,2669,P1112,14,444.58
1313,2670,P1071,195,395.38
1314,2671,P1011,152,142.8
1314,2672,P1099,138,255.82
1314,2673,P1118,111,345.11
1315,2674,P1042,39,372.99
1315,2675,P1152,171,320.46
1316,2676,P1166,25,267.96
1316,2677,P1024,126,62.99
1317,2678,P1018,30,389.28
1317,2679,P1074,95,111.17
1318,2680,P1172,193,35.94
1318,2681,P1046,104,238.77
1319,2682,P1166,160,267.96
1320,2683,P1015,12,346.46
1320,2684,P1054,22,154.2
1321,2685,P1119,21,429.68
1321,2686,P1084,91,166.13
1321,2687,P1119,57,429.68
1322,2688,P1107,106,417.58
1322,2689,P1106,86,408.61
1322,2690,P1018,79,389.28
1323,2691,P1118,61,345.11
1324,2692,P1133,20,447.19
1324,2693,P1083,145,433.93
1324,2694,P1101,26,259.81
1325,2695,P1177,182,106.85
1325,2696,P1072,147,69.66
1325,2697,P1104,56,408.18
1326,2698,P1015,186,346.46
1326,2699,P1190,24,379.59
1326,2700,P1109,155,353.84
1327,2701,P1075,56,292.75
1327,2702,P1168,49,267.34
1327,2703,P1048,147,345.05
1328,2704,P1131,97,353.58
1328,2705,P1038,196,205.78
1329,2706,P1137,75,466.13
1329,2707,P1007,87,182.23
1329,2708,P1133,163,447.19
1330,2709,P1124,134,455.07
1331,2710,P1008,170,241.17
1331,2711,P1130,151,172.57
1332,2712,P1156,127,89.69
1333,2713,P1134,133,249.28
1334,2714,P1067,43,344.06
1334,2715,P1170,45,207.47
1334,2716,P1080,32,362.77
1335,2717,P1014,16,452.45
1336,2718,P1030,40,444.63
1337,2719,P1090,97,243.92
1337,2720,P1000,23,136.85
1337,2721,P1153,95,188.52
1338,2722,P1065,25,54.69
1338,2723,P1162,154,26.46
1338,2724,P1189,167,385.52
1339,2725,P1179,100,175.99
1340,2726,P1001,111,58.77
1340,2727,P1055,198,415.33
1340,2728,P1019,47,135.07
1341,2729,P1018,85,389.28
1341,2730,P1165,173,180.53
1341,2731,P1131,106,353.58
1342,2732,P1022,59,132.6
1342,2733,P1115,153,28.83
1342,2734,P1120,71,402.41
1343,2735,P1091,84,403.86
1344,2736,P1177,183,106.85
1344,2737,P1101,150,259.81
1345,2738,P1152,125,320.46
1345,2739,P1051,65,160.92
1346,2740,P1139,133,278.97
1346,2741,P1092,110,478.49
1347,2742,P1074,180,111.17
1348,2743,P1187,124,43.99
1349,2744,P1008,87,241.17
1349,2745,P1170,77,207.47
1349,2746,P1032,157,349.97
1350,2747,P1051,100,160.92
1351,2748,P1130,53,172.57
1351,2749,P1190,69,379.59
1352,2750,P1085,176,139.55
1353,2751,P1170,13,207.47
1354,2752,P1173,160,94.27
1354,2753,P1044,123,345.07
1354,2754,P1112,73,444.58
1355,2755,P1174,22,26.27
1356,2756,P1193,125,282.24
1356,2757,P1077,132,51.66
1357,2758,P1018,166,389.28
1357,2759,P1180,10,77.6
1357,2760,P1069,77,436.57
1358,2761,P1185,198,111.5
1358,2762,P1138,182,197.5
1358,2763,P1083,58,433.93
1359,2764,P1058,101,443.58
1359,2765,P1183,132,76.5
1360,2766,P1056,117,334.84
1361,2767,P1192,11,114.43
1361,2768,P1157,116,162.53
1362,2769,P1198,12,231.14
1363,2770,P1156,10,89.69
1364,2771,P1053,189,348.12
1364,2772,P1136,92,150.39
1364,2773,P1128,172,418.75
1365,2774,P1034,80,162.46
1366,2775,P1016,144,60.67
1366,2776,P1115,95,28.83
1366,2777,P1028,185,420.17
1367,2778,P1054,40,154.2
1367,2779,P1104,51,408.18
1368,2780,P1139,65,278.97
1369,2781,P1016,96,60.67
1370,2782,P1023,138,271.43
1370,2783,P1078,171,489.23
1370,2784,P1118,32,345.11
1371,2785,P1183,66,76.5
1371,2786,P1183,73,76.5
1371,2787,P1159,95,389.87
1372,2788,P1028,34,420.17
1372,2789,P1030,26,444.63
1373,2790,P1147,178,175.87
1374,2791,P1089,157,116.42
1375,2792,P1006,183,241.77
1375,2793,P1156,141,89.69
1376,2794,P1008,25,241.17
1376,2795,P1050,31,98.34
1377,2796,P1071,45,395.38
1377,2797,P1065,178,54.69
1378,2798,P1047,97,285.65
1378,2799,P1124,49,455.07
1378,2800,P1108,172,191.84
1379,2801,P1106,69,408.61
1379,2802,P1124,20,455.07
1380,2803,P1078,19,489.23
1380,2804,P1188,73,205.8
1381,2805,P1176,118,337.23
1382,2806,P1110,23,206.28
1383,2807,P1057,159,373.34
1383,2808,P1161,141,43.36
