movement_id,product_id,movement_date,movement_type,quantity,unit_cost
2477,P1093,2025-10-13,ISSUE,15,356.24
2478,P1162,2025-11-25,RECEIPT,74,26.46
2479,P1030,2026-03-25,ISSUE,49,444.63
2480,P1136,2026-06-13,RECEIPT,103,150.39
2481,P1136,2026-03-24,RECEIPT,50,150.39
2482,P1198,2025-11-09,RECEIPT,51,231.14
2483,P1031,2026-02-24,ISSUE,39,283.46
2484,P1019,2025-12-21,RECEIPT,92,135.07
2485,P1018,2026-06-09,RECEIPT,89,389.28
2486,P1080,2026-02-24,RECEIPT,116,362.77
2487,P1123,2026-01-16,ISSUE,24,239.15
2488,P1016,2026-07-30,ISSUE,20,60.67
2489,P1056,2026-01-31,RECEIPT,68,334.84
2490,P1036,2025-10-14,RECEIPT,149,69.34
2491,P1159,2026-04-07,RECEIPT,74,389.87
2492,P1010,2026-01-26,ISSUE,55,431.29
2493,P1143,2026-01-08,ISSUE,7,261.16
2494,P1127,2026-07-30,ISSUE,18,357.19
2495,P1115,2026-05-15,ISSUE,60,28.83
2496,P1145,2026-05-07,ISSUE,85,82.47
2497,P1045,2026-04-28,ISSUE,52,447.5
2498,P1134,2026-05-02,ISSUE,98,249.28
2499,P1076,2025-10-26,RECEIPT,141,312.65
2500,P1196,2026-04-24,RECEIPT,74,317.86
2501,P1098,2026-01-08,ISSUE,143,282.91
2502,P1110,2026-01-18,RECEIPT,53,206.28
2503,P1130,2025-09-05,RECEIPT,99,172.57
2504,P1076,2025-11-26,ISSUE,40,312.65
2505,P1188,2025-12-31,ISSUE,126,205.8
2506,P1117,2026-05-06,ISSUE,73,48.33
2507,P1025,2026-07-07,ISSUE,30,292.72
2508,P1040,2025-09-22,ISSUE,138,257.88
2509,P1153,2026-07-09,RECEIPT,44,188.52
2510,P1035,2026-01-08,ISSUE,134,181.19
2511,P1040,2026-01-11,ISSUE,52,257.88
2512,P1162,2025-10-02,ISSUE,44,26.46
2513,P1114,2026-07-30,RECEIPT,68,75.45
2514,P1151,2025-10-08,RECEIPT,123,87.35
2515,P1193,2026-03-04,ISSUE,133,282.24
2516,P1010,2026-06-16,RECEIPT,23,431.29
2517,P1187,2026-04-10,ISSUE,102,43.99
2518,P1092,2026-07-20,RECEIPT,69,478.49
2519,P1153,2025-12-31,ISSUE,87,188.52
2520,P1055,2025-09-26,RECEIPT,108,415.33
2521,P1078,2025-10-08,ISSUE,92,489.23
2522,P1022,2026-01-13,ISSUE,64,132.6
2523,P1095,2025-12-12,ISSUE,14,203.91
2524,P1077,2025-12-16,RECEIPT,94,51.66
2525,P1107,2026-03-11,RECEIPT,19,417.58
2526,P1055,2025-10-09,ISSUE,90,415.33
2527,P1086,2026-01-02,RECEIPT,13,48.1
2528,P1109,2026-08-03,ISSUE,90,353.84
2529,P1002,2025-11-14,RECEIPT,61,227.87
2530,P1113,2026-07-03,ISSUE,144,45.1
2531,P1022,2026-08-22,ISSUE,23,132.6
2532,P1115,2026-01-11,ISSUE,81,28.83
2533,P1196,2025-09-13,RECEIPT,70,317.86
2534,P1145,2025-10-22,ISSUE,119,82.47
2535,P1124,2026-01-06,ISSUE,29,455.07
2536,P1036,2025-10-22,ISSUE,19,69.34
2537,P1033,2026-02-16,ISSUE,82,195.81
2538,P1082,2026-07-11,ISSUE,55,35.88
2539,P1017,2026-05-03,RECEIPT,50,451.51
2540,P1048,2026-03-08,ISSUE,77,345.05
2541,P1161,2026-07-10,ISSUE,82,43.36
2542,P1060,2026-05-14,ISSUE,37,110.53
2543,P1102,2026-07-02,ISSUE,83,172.98
2544,P1171,2026-07-01,RECEIPT,90,106.96
2545,P1090,2025-09-29,ISSUE,133,243.92
2546,P1126,2025-11-22,RECEIPT,59,33.54
2547,P1050,2026-05-14,RECEIPT,41,98.34
2548,P1181,2026-08-13,ISSUE,13,81.24
2549,P1194,2026-02-21,ISSUE,9,348.44
2550,P1004,2026-04-24,RECEIPT,17,481.29
2551,P1098,2026-08-18,RECEIPT,82,282.91
2552,P1026,2025-12-24,ISSUE,145,30.31
2553,P1140,2025-11-11,RECEIPT,35,315.91
2554,P1165,2025-11-27,ISSUE,43,180.53
2555,P1077,2026-01-30,RECEIPT,55,51.66
2556,P1055,2025-10-31,ISSUE,15,415.33
2557,P1015,2026-06-09,RECEIPT,79,346.46
2558,P1132,2025-10-30,RECEIPT,127,295.43
2559,P1141,2025-12-16,RECEIPT,146,142.05
2560,P1174,2026-04-02,ISSUE,77,26.27
2561,P1140,2026-06-01,ISSUE,97,315.91
2562,P1061,2026-06-12,ISSUE,128,469.05
2563,P1022,2025-10-30,RECEIPT,84,132.6
2564,P1101,2026-02-20,ISSUE,34,259.81
2565,P1088,2026-04-24,RECEIPT,10,317.63
2566,P1175,2026-06-08,ISSUE,27,227.87
2567,P1072,2025-11-18,RECEIPT,84,69.66
2568,P1027,2025-11-12,RECEIPT,76,276.32
2569,P1103,2026-01-11,ISSUE,63,290.94
2570,P1107,2025-10-13,ISSUE,117,417.58
2571,P1046,2026-08-16,RECEIPT,143,238.77
2572,P1066,2026-05-08,RECEIPT,86,33.19
2573,P1159,2025-12-27,RECEIPT,110,389.87
2574,P1140,2026-02-18,ISSUE,124,315.91
2575,P1081,2026-01-04,ISSUE,44,323.19
2576,P1033,2026-01-12,RECEIPT,88,195.81
2577,P1137,2025-09-27,ISSUE,99,466.13
2578,P1119,2026-03-02,RECEIPT,95,429.68
2579,P1055,2026-04-08,RECEIPT,31,415.33
2580,P1158,2025-11-03,RECEIPT,30,37.36
2581,P1009,2026-03-09,ISSUE,6,183.9
2582,P1103,2025-09-02,ISSUE,45,290.94
2583,P1118,2026-04-20,ISSUE,56,345.11
2584,P1194,2026-01-22,ISSUE,34,348.44
2585,P1041,2026-06-06,ISSUE,104,254.37
2586,P1083,2026-03-28,ISSUE,37,433.93
2587,P1042,2025-10-02,ISSUE,105,372.99
2588,P1041,2026-01-06,RECEIPT,145,254.37
2589,P1073,2026-05-23,RECEIPT,98,439.74
2590,P1013,2026-01-07,ISSUE,23,360.62
2591,P1102,2026-01-27,RECEIPT,96,172.98
2592,P1115,2026-04-06,RECEIPT,111,28.83
2593,P1182,2026-05-01,ISSUE,55,316.7
2594,P1168,2026-06-20,RECEIPT,90,267.34
2595,P1036,2025-09-11,ISSUE,106,69.34
2596,P1173,2026-04-22,RECEIPT,148,94.27
2597,P1084,2025-11-08,ISSUE,121,166.13
2598,P1158,2026-01-26,RECEIPT,95,37.36
2599,P1152,2026-02-24,ISSUE,116,320.46
2600,P1076,2025-10-30,ISSUE,18,312.65
2601,P1160,2025-10-19,ISSUE,86,218.14
2602,P1062,2026-04-04,ISSUE,80,498.0
2603,P1142,2026-02-28,ISSUE,50,172.04
2604,P1076,2025-11-17,RECEIPT,86,312.65
2605,P1070,2026-08-22,ISSUE,122,266.27
2606,P1079,2025-09-06,ISSUE,129,165.08
2607,P1074,2025-10-07,RECEIPT,5,111.17
2608,P1009,2026-05-25,ISSUE,45,183.9
2609,P1129,2025-12-04,ISSUE,9,127.8
2610,P1065,2025-12-15,RECEIPT,96,54.69
2611,P1077,2026-05-21,ISSUE,142,51.66
2612,P1091,2026-08-02,ISSUE,57,403.86
2613,P1175,2026-03-30,RECEIPT,130,227.87
2614,P1178,2026-06-01,ISSUE,84,276.28
2615,P1122,2026-02-14,RECEIPT,92,397.28
2616,P1023,2026-04-26,RECEIPT,74,271.43
2617,P1034,2026-01-27,ISSUE,64,162.46
2618,P1109,2026-01-17,RECEIPT,110,353.84
2619,P1151,2026-02-18,RECEIPT,142,87.35
2620,P1083,2026-02-01,RECEIPT,54,433.93
2621,P1084,2026-08-16,ISSUE,69,166.13
2622,P1135,2025-09-15,RECEIPT,121,342.78
2623,P1137,2026-01-09,ISSUE,125,466.13
2624,P1117,2026-04-12,RECEIPT,110,48.33
2625,P1106,2025-11-17,ISSUE,116,408.61
2626,P1137,2025-10-01,ISSUE,118,466.13
2627,P1158,2026-05-26,RECEIPT,77,37.36
2628,P1056,2025-09-25,ISSUE,113,334.84
2629,P1096,2026-01-17,ISSUE,50,285.94
2630,P1112,2025-10-07,RECEIPT,89,444.58
2631,P1161,2026-01-07,ISSUE,53,43.36
2632,P1174,2026-04-07,RECEIPT,75,26.27
2633,P1174,2026-03-14,ISSUE,89,26.27
2634,P1080,2025-12-23,ISSUE,54,362.77
2635,P1160,2025-10-20,RECEIPT,64,218.14
2636,P1079,2025-12-05,ISSUE,11,165.08
2637,P1004,2025-09-24,RECEIPT,65,481.29
2638,P1146,2026-04-06,ISSUE,12,421.56
2639,P1000,2026-07-30,ISSUE,48,136.85
2640,P1172,2026-08-08,RECEIPT,113,35.94
2641,P1071,2026-01-13,RECEIPT,18,395.38
2642,P1136,2026-01-09,RECEIPT,37,150.39
2643,P1027,2026-04-26,RECEIPT,112,276.32
2644,P1176,2026-07-10,ISSUE,53,337.23
2645,P1064,2025-09-16,RECEIPT,38,375.68
2646,P1171,2026-01-19,RECEIPT,106,106.96
2647,P1102,2025-12-27,RECEIPT,58,172.98
2648,P1108,2026-02-23,ISSUE,74,191.84
2649,P1156,2025-09-22,ISSUE,145,89.69
2650,P1050,2025-12-03,ISSUE,112,98.34
2651,P1026,2025-12-24,ISSUE,84,30.31
2652,P1056,2026-08-09,RECEIPT,26,334.84
2653,P1159,2025-11-19,RECEIPT,87,389.87
2654,P1132,2026-03-15,RECEIPT,69,295.43
2655,P1036,2025-10-02,ISSUE,10,69.34
2656,P1086,2026-07-21,ISSUE,11,48.1
2657,P1167,2025-09-17,ISSUE,114,296.43
2658,P1021,2025-09-18,ISSUE,7,364.39
2659,P1061,2026-05-03,RECEIPT,53,469.05
2660,P1116,2026-02-24,ISSUE,89,52.28
2661,P1157,2026-05-26,ISSUE,36,162.53
2662,P1169,2026-02-16,RECEIPT,88,167.84
2663,P1031,2025-12-06,RECEIPT,128,283.46
2664,P1058,2026-06-20,RECEIPT,132,443.58
2665,P1105,2026-06-10,ISSUE,32,473.95
2666,P1060,2026-08-02,RECEIPT,115,110.53
2667,P1037,2026-04-25,RECEIPT,125,142.11
2668,P1150,2026-07-29,ISSUE,135,424.36
2669,P1118,2026-08-20,ISSUE,110,345.11
2670,P1159,2026-01-21,RECEIPT,55,389.87
2671,P1158,2026-07-03,RECEIPT,39,37.36
2672,P1003,2026-06-18,ISSUE,93,137.45
2673,P1137,2026-01-03,RECEIPT,14,466.13
2674,P1032,2026-04-08,ISSUE,13,349.97
2675,P1138,2026-03-16,RECEIPT,93,197.5
2676,P1001,2026-04-24,ISSUE,108,58.77
2677,P1135,2026-02-01,ISSUE,15,342.78
2678,P1067,2026-01-08,ISSUE,25,344.06
2679,P1104,2026-08-11,RECEIPT,5,408.18
2680,P1070,2026-07-05,ISSUE,65,266.27
2681,P1075,2026-01-02,ISSUE,30,292.75
2682,P1188,2026-03-13,ISSUE,44,205.8
2683,P1054,2026-06-05,ISSUE,42,154.2
2684,P1057,2026-03-17,ISSUE,50,373.34
2685,P1143,2026-08-22,RECEIPT,54,261.16
2686,P1160,2026-02-06,ISSUE,14,218.14
2687,P1091,2025-11-20,ISSUE,125,403.86
2688,P1115,2025-12-18,RECEIPT,38,28.83
2689,P1049,2025-09-23,RECEIPT,70,257.17
2690,P1077,2025-10-20,ISSUE,86,51.66
2691,P1132,2026-06-15,RECEIPT,133,295.43
2692,P1019,2026-01-19,ISSUE,47,135.07
2693,P1055,2026-06-25,ISSUE,72,415.33
2694,P1183,2025-12-03,RECEIPT,60,76.5
2695,P1170,2025-09-21,RECEIPT,83,207.47
2696,P1038,2026-08-04,ISSUE,7,205.78
2697,P1177,2026-02-15,ISSUE,86,106.85
2698,P1089,2025-11-22,ISSUE,89,116.42
2699,P1112,2026-01-31,RECEIPT,51,444.58
2700,P1194,2026-08-22,RECEIPT,24,348.44
2701,P1168,2026-07-18,ISSUE,103,267.34
2702,P1087,2026-05-09,ISSUE,35,140.16
2703,P1197,2026-02-05,RECEIPT,54,395.9
2704,P1128,2026-04-05,RECEIPT,13,418.75
2705,P1087,2025-12-12,ISSUE,82,140.16
2706,P1163,2025-11-20,ISSUE,108,478.66
2707,P1131,2026-02-25,RECEIPT,84,353.58
2708,P1159,2025-10-18,ISSUE,44,389.87
2709,P1159,2026-07-02,ISSUE,119,389.87
2710,P1004,2026-05-19,RECEIPT,131,481.29
2711,P1076,2026-06-19,RECEIPT,48,312.65
2712,P1183,2026-01-24,ISSUE,147,76.5
2713,P1080,2026-08-25,RECEIPT,15,362.77
2714,P1053,2025-10-08,RECEIPT,91,348.12
2715,P1192,2026-03-06,RECEIPT,88,114.43
2716,P1191,2025-12-08,RECEIPT,75,89.49
2717,P1198,2025-12-07,RECEIPT,115,231.14
2718,P1010,2026-02-11,ISSUE,118,431.29
2719,P1021,2026-02-04,ISSUE,96,364.39
2720,P1164,2025-09-01,ISSUE,125,429.12
2721,P1021,2025-11-13,ISSUE,122,364.39
2722,P1138,2025-11-06,ISSUE,48,197.5
2723,P1084,2025-12-08,RECEIPT,77,166.13
2724,P1179,2026-04-22,RECEIPT,83,175.99
2725,P1013,2026-06-30,ISSUE,37,360.62
2726,P1159,2025-10-27,RECEIPT,55,389.87
2727,P1141,2025-10-09,RECEIPT,64,142.05
2728,P1094,2025-12-29,ISSUE,104,113.95
2729,P1057,2025-09-18,RECEIPT,56,373.34
2730,P1168,2026-03-09,ISSUE,113,267.34
2731,P1010,2026-04-17,ISSUE,44,431.29
2732,P1115,2026-07-26,RECEIPT,97,28.83
2733,P1119,2026-08-02,ISSUE,10,429.68
2734,P1052,2025-11-08,ISSUE,98,33.53
2735,P1027,2025-09-07,RECEIPT,137,276.32
2736,P1089,2026-07-02,ISSUE,20,116.42
2737,P1193,2026-04-11,RECEIPT,98,282.24
2738,P1188,2026-06-08,ISSUE,5,205.8
2739,P1164,2026-02-20,RECEIPT,17,429.12
2740,P1052,2026-02-11,ISSUE,102,33.53
2741,P1015,2026-05-11,ISSUE,22,346.46
2742,P1023,2026-08-28,RECEIPT,105,271.43
2743,P1004,2026-06-29,RECEIPT,65,481.29
2744,P1007,2025-12-06,ISSUE,88,182.23
2745,P1032,2026-07-21,ISSUE,102,349.97
2746,P1020,2025-12-12,RECEIPT,52,50.05
2747,P1005,2025-09-08,ISSUE,148,308.82
2748,P1196,2026-08-04,ISSUE,138,317.86
2749,P1174,2026-03-11,RECEIPT,94,26.27
2750,P1184,2025-10-23,RECEIPT,31,285.56
2751,P1022,2026-01-04,ISSUE,31,132.6
2752,P1198,2026-05-15,ISSUE,125,231.14
2753,P1040,2026-05-12,ISSUE,49,257.88
2754,P1114,2026-08-17,RECEIPT,25,75.45
2755,P1198,2025-10-26,ISSUE,80,231.14
2756,P1059,2026-08-09,ISSUE,104,224.34
2757,P1077,2026-03-03,ISSUE,111,51.66
2758,P1030,2025-09-29,RECEIPT,20,444.63
2759,P1137,2026-02-20,RECEIPT,92,466.13
2760,P1014,2026-03-25,RECEIPT,127,452.45
2761,P1090,2026-08-10,ISSUE,14,243.92
2762,P1112,2026-01-12,ISSUE,87,444.58
2763,P1058,2026-04-24,RECEIPT,55,443.58
2764,P1120,2025-11-19,RECEIPT,51,402.41
2765,P1039,2025-10-30,RECEIPT,24,183.94
2766,P1195,2026-08-14,RECEIPT,66,381.1
2767,P1029,2026-03-10,RECEIPT,98,298.76
2768,P1089,2026-07-22,RECEIPT,96,116.42
2769,P1064,2026-01-17,RECEIPT,87,375.68
2770,P1036,2026-02-04,ISSUE,37,69.34
2771,P1058,2025-12-14,ISSUE,46,443.58
2772,P1065,2026-01-11,RECEIPT,47,54.69
2773,P1024,2026-04-26,RECEIPT,45,62.99
2774,P1085,2025-12-04,ISSUE,27,139.55
2775,P1086,2026-04-27,ISSUE,46,48.1
2776,P1134,2025-09-19,RECEIPT,148,249.28
2777,P1077,2026-03-06,RECEIPT,83,51.66
2778,P1032,2025-10-24,ISSUE,42,349.97
2779,P1053,2026-01-11,ISSUE,136,348.12
2780,P1193,2026-06-04,RECEIPT,23,282.24
2781,P1172,2026-01-25,RECEIPT,30,35.94
2782,P1028,2026-01-14,ISSUE,30,420.17
2783,P1194,2026-01-31,RECEIPT,18,348.44
2784,P1000,2026-04-23,ISSUE,142,136.85
2785,P1111,2025-11-25,RECEIPT,58,31.63
2786,P1182,2025-10-12,ISSUE,110,316.7
2787,P1077,2025-11-05,RECEIPT,58,51.66
2788,P1006,2026-02-15,ISSUE,51,241.77
2789,P1098,2025-12-02,RECEIPT,102,282.91
2790,P1067,2026-07-06,ISSUE,30,344.06
2791,P1154,2025-09-09,ISSUE,34,437.38
2792,P1115,2026-03-28,RECEIPT,133,28.83
2793,P1193,2026-04-24,ISSUE,116,282.24
2794,P1127,2026-06-08,RECEIPT,30,357.19
2795,P1104,2026-02-05,ISSUE,45,408.18
2796,P1052,2026-08-19,RECEIPT,51,33.53
2797,P1173,2026-03-30,ISSUE,140,94.27
2798,P1130,2026-05-05,ISSUE,51,172.57
2799,P1135,2026-04-19,ISSUE,124,342.78
2800,P1009,2026-01-14,RECEIPT,53,183.9
2801,P1016,2026-05-05,ISSUE,61,60.67
2802,P1026,2025-10-29,RECEIPT,99,30.31
2803,P1131,2026-07-23,ISSUE,52,353.58
2804,P1060,2025-11-12,ISSUE,97,110.53
2805,P1144,2026-06-24,ISSUE,81,150.01
2806,P1087,2026-05-29,ISSUE,64,140.16
2807,P1150,2025-09-03,ISSUE,136,424.36
2808,P1028,2026-07-05,ISSUE,125,420.17
2809,P1108,2025-12-05,RECEIPT,114,191.84
2810,P1097,2025-11-16,RECEIPT,92,438.28
2811,P1178,2025-12-20,RECEIPT,60,276.28
2812,P1083,2026-06-14,RECEIPT,90,433.93
2813,P1034,2025-11-07,RECEIPT,36,162.46
2814,P1021,2026-03-21,ISSUE,70,364.39
2815,P1179,2026-03-22,RECEIPT,18,175.99
2816,P1170,2026-04-18,ISSUE,17,207.47
2817,P1108,2026-04-23,ISSUE,121,191.84
2818,P1142,2026-08-24,ISSUE,111,172.04
2819,P1100,2026-01-28,ISSUE,139,144.66
2820,P1146,2026-08-15,RECEIPT,136,421.56
2821,P1006,2026-01-24,RECEIPT,77,241.77
2822,P1182,2026-01-30,ISSUE,137,316.7
2823,P1049,2026-03-28,ISSUE,125,257.17
2824,P1154,2026-08-31,ISSUE,80,437.38
2825,P1108,2025-10-05,RECEIPT,65,191.84
2826,P1018,2026-01-19,RECEIPT,132,389.28
2827,P1058,2026-02-13,ISSUE,145,443.58
2828,P1031,2026-07-31,RECEIPT,108,283.46
2829,P1104,2026-02-03,ISSUE,90,408.18
2830,P1013,2025-10-27,ISSUE,21,360.62
2831,P1124,2025-09-06,ISSUE,122,455.07
2832,P1069,2025-12-03,ISSUE,129,436.57
2833,P1017,2026-04-15,ISSUE,124,451.51
2834,P1104,2026-02-13,ISSUE,14,408.18
2835,P1050,2026-02-17,RECEIPT,123,98.34
2836,P1159,2025-11-15,RECEIPT,26,389.87
2837,P1129,2025-09-05,ISSUE,62,127.8
2838,P1079,2025-12-26,ISSUE,34,165.08
2839,P1173,2025-09-11,RECEIPT,98,94.27
2840,P1112,2025-09-24,RECEIPT,149,444.58
2841,P1139,2026-01-20,RECEIPT,40,278.97
2842,P1177,2026-01-09,RECEIPT,106,106.85
2843,P1010,2026-01-19,RECEIPT,11,431.29
2844,P1006,2025-11-02,ISSUE,147,241.77
2845,P1196,2025-12-16,ISSUE,147,317.86
2846,P1111,2026-07-16,RECEIPT,110,31.63
2847,P1190,2026-06-25,RECEIPT,149,379.59
2848,P1132,2026-01-02,RECEIPT,28,295.43
2849,P1016,2026-05-31,ISSUE,47,60.67
2850,P1187,2026-03-15,ISSUE,126,43.99
2851,P1196,2026-03-15,RECEIPT,8,317.86
2852,P1089,2026-02-06,RECEIPT,99,116.42
2853,P1082,2026-04-29,ISSUE,112,35.88
2854,P1009,2026-01-20,ISSUE,132,183.9
2855,P1101,2025-10-04,ISSUE,73,259.81
2856,P1099,2026-03-23,ISSUE,30,255.82
2857,P1179,2025-11-14,RECEIPT,63,175.99
2858,P1051,2026-06-25,ISSUE,70,160.92
2859,P1070,2026-02-28,RECEIPT,35,266.27
2860,P1041,2026-07-27,ISSUE,121,254.37
2861,P1103,2025-11-11,RECEIPT,115,290.94
2862,P1032,2025-09-11,ISSUE,50,349.97
2863,P1078,2026-03-28,ISSUE,47,489.23
2864,P1079,2025-12-09,ISSUE,107,165.08
2865,P1198,2025-12-11,ISSUE,109,231.14
2866,P1188,2026-07-05,RECEIPT,18,205.8
2867,P1056,2026-03-16,RECEIPT,110,334.84
2868,P1009,2026-04-13,RECEIPT,121,183.9
2869,P1108,2025-12-11,RECEIPT,98,191.84
2870,P1101,2026-07-18,ISSUE,7,259.81
2871,P1163,2026-03-17,RECEIPT,84,478.66
2872,P1036,2026-06-23,RECEIPT,36,69.34
2873,P1160,2026-07-19,RECEIPT,48,218.14
2874,P1021,2025-10-22,ISSUE,19,364.39
2875,P1101,2025-11-06,RECEIPT,118,259.81
2876,P1142,2025-11-29,ISSUE,139,172.04
2877,P1141,2025-12-31,RECEIPT,5,142.05
2878,P1004,2026-05-24,ISSUE,73,481.29
2879,P1105,2026-05-31,ISSUE,116,473.95
2880,P1127,2026-02-19,RECEIPT,106,357.19
2881,P1080,2026-03-17,RECEIPT,54,362.77
2882,P1133,2025-11-16,ISSUE,61,447.19
2883,P1040,2026-06-30,ISSUE,51,257.88
2884,P1189,2026-06-11,ISSUE,85,385.52
2885,P1170,2025-11-25,RECEIPT,53,207.47
2886,P1182,2026-06-09,ISSUE,61,316.7
2887,P1143,2026-03-25,RECEIPT,108,261.16
2888,P1059,2026-08-30,ISSUE,145,224.34
2889,P1095,2026-01-05,ISSUE,14,203.91
2890,P1158,2026-06-21,ISSUE,105,37.36
2891,P1018,2026-01-25,ISSUE,84,389.28
2892,P1092,2026-01-28,RECEIPT,42,478.49
2893,P1187,2026-07-26,RECEIPT,115,43.99
2894,P1133,2025-11-29,RECEIPT,22,447.19
2895,P1076,2026-01-02,ISSUE,148,312.65
2896,P1066,2025-09-18,RECEIPT,147,33.19
2897,P1167,2025-12-16,ISSUE,121,296.43
2898,P1162,2026-05-16,ISSUE,101,26.46
2899,P1175,2026-07-07,ISSUE,79,227.87
2900,P1084,2026-05-28,ISSUE,52,166.13
2901,P1135,2026-01-08,ISSUE,136,342.78
2902,P1092,2026-08-14,RECEIPT,42,478.49
2903,P1185,2026-05-24,RECEIPT,114,111.5
2904,P1182,2026-02-14,RECEIPT,87,316.7
2905,P1052,2026-07-13,RECEIPT,78,33.53
2906,P1003,2026-08-20,ISSUE,63,137.45
2907,P1128,2026-06-16,ISSUE,75,418.75
2908,P1000,2026-03-15,ISSUE,54,136.85
2909,P1154,2026-03-27,ISSUE,22,437.38
2910,P1189,2026-06-16,ISSUE,113,385.52
2911,P1032,2025-09-23,RECEIPT,39,349.97
2912,P1042,2026-01-26,RECEIPT,32,372.99
2913,P1052,2026-08-30,ISSUE,102,33.53
2914,P1183,2025-11-06,ISSUE,115,76.5
2915,P1066,2026-02-25,RECEIPT,30,33.19
2916,P1047,2026-01-07,ISSUE,29,285.65
2917,P1182,2026-02-18,RECEIPT,125,316.7
2918,P1077,2026-08-11,RECEIPT,61,51.66
2919,P1035,2025-11-01,RECEIPT,23,181.19
2920,P1074,2025-12-07,RECEIPT,79,111.17
2921,P1073,2026-03-07,RECEIPT,125,439.74
2922,P1156,2025-10-02,ISSUE,87,89.69
2923,P1120,2026-02-18,RECEIPT,69,402.41
2924,P1044,2025-11-18,ISSUE,61,345.07
2925,P1004,2025-09-22,ISSUE,137,481.29
2926,P1003,2026-02-03,ISSUE,110,137.45
2927,P1053,2026-02-28,ISSUE,48,348.12
2928,P1061,2026-03-26,ISSUE,131,469.05
2929,P1077,2026-06-03,RECEIPT,65,51.66
2930,P1091,2026-03-10,ISSUE,48,403.86
2931,P1141,2025-11-30,ISSUE,140,142.05
2932,P1142,2026-07-25,ISSUE,35,172.04
2933,P1069,2026-05-24,RECEIPT,113,436.57
2934,P1040,2026-08-16,RECEIPT,138,257.88
2935,P1006,2025-09-25,RECEIPT,77,241.77
2936,P1065,2026-08-13,RECEIPT,57,54.69
2937,P1143,2026-04-23,ISSUE,11,261.16
2938,P1003,2026-02-27,RECEIPT,46,137.45
2939,P1151,2026-08-16,ISSUE,84,87.35
2940,P1038,2026-06-07,ISSUE,148,205.78
2941,P1044,2026-04-04,RECEIPT,17,345.07
2942,P1136,2025-11-21,ISSUE,99,150.39
2943,P1163,2026-01-09,ISSUE,136,478.66
2944,P1061,2026-07-12,RECEIPT,101,469.05
2945,P1018,2025-11-21,RECEIPT,44,389.28
2946,P1021,2025-10-02,ISSUE,142,364.39
2947,P1034,2025-10-06,ISSUE,77,162.46
2948,P1069,2025-12-13,RECEIPT,105,436.57
2949,P1175,2025-12-18,ISSUE,110,227.87
2950,P1162,2025-09-01,ISSUE,115,26.46
2951,P1049,2026-05-22,RECEIPT,117,257.17
2952,P1145,2026-08-11,ISSUE,141,82.47
2953,P1074,2025-09-21,RECEIPT,100,111.17
2954,P1149,2026-08-02,RECEIPT,104,282.64
2955,P1167,2025-10-09,ISSUE,37,296.43
2956,P1091,2025-09-23,ISSUE,83,403.86
2957,P1051,2026-02-10,ISSUE,66,160.92
2958,P1045,2026-01-13,RECEIPT,62,447.5
2959,P1086,2026-06-10,RECEIPT,103,48.1
2960,P1050,2025-10-28,ISSUE,124,98.34
2961,P1017,2025-09-20,RECEIPT,125,451.51
2962,P1135,2026-01-04,RECEIPT,70,342.78
2963,P1090,2025-11-16,ISSUE,75,243.92
2964,P1174,2026-06-30,RECEIPT,13,26.27
2965,P1091,2025-09-22,RECEIPT,124,403.86
2966,P1024,2026-08-14,RECEIPT,42,62.99
2967,P1049,2026-04-05,RECEIPT,38,257.17
2968,P1186,2025-09-10,RECEIPT,130,435.74
2969,P1141,2026-02-07,ISSUE,30,142.05
2970,P1100,2025-12-23,RECEIPT,117,144.66
2971,P1187,2025-11-13,ISSUE,27,43.99
2972,P1004,2025-10-04,ISSUE,130,481.29
2973,P1178,2025-12-02,ISSUE,11,276.28
2974,P1083,2026-03-15,RECEIPT,43,433.93
2975,P1037,2026-07-29,RECEIPT,34,142.11
2976,P1175,2026-08-24,RECEIPT,121,227.87
2977,P1111,2025-09-12,RECEIPT,9,31.63
2978,P1136,2026-05-25,ISSUE,92,150.39
2979,P1104,2026-03-09,RECEIPT,54,408.18
2980,P1019,2026-05-07,RECEIPT,124,135.07
2981,P1176,2026-07-29,ISSUE,140,337.23
2982,P1181,2026-08-11,RECEIPT,21,81.24
2983,P1176,2026-05-14,ISSUE,53,337.23
2984,P1090,2026-06-24,RECEIPT,134,243.92
2985,P1086,2026-05-13,ISSUE,86,48.1
2986,P1114,2025-10-17,ISSUE,59,75.45
2987,P1024,2026-06-16,RECEIPT,72,62.99
2988,P1165,2026-02-27,RECEIPT,74,180.53
2989,P1131,2025-10-28,ISSUE,67,353.58
2990,P1096,2026-01-11,RECEIPT,52,285.94
2991,P1165,2026-01-07,ISSUE,147,180.53
2992,P1130,2026-06-29,ISSUE,45,172.57
2993,P1146,2026-08-19,ISSUE,23,421.56
2994,P1058,2025-09-17,ISSUE,92,443.58
2995,P1070,2025-09-15,RECEIPT,63,266.27
2996,P1180,2026-08-19,RECEIPT,62,77.6
2997,P1140,2026-02-19,ISSUE,37,315.91
2998,P1005,2025-11-19,ISSUE,122,308.82
2999,P1090,2026-08-15,ISSUE,105,243.92
3000,P1112,2025-10-18,ISSUE,124,444.58
3001,P1072,2026-07-16,RECEIPT,91,69.66
3002,P1014,2026-03-16,ISSUE,34,452.45
3003,P1109,2025-12-09,ISSUE,130,353.84
3004,P1094,2026-06-05,RECEIPT,110,113.95
